Authors,Title,Abstract
Lyudmila V Bel'skaya- Elena A Sarf- Denis V Solomatin,Free Salivary Amino Acid Profile in Breast Cancer: Clinicopathological and Molecular Biological Features,"Breast cancer significantly impacts women's health- with ultrasound being crucial for lesion assessment. To enhance diagnostic accuracy- computer-aided detection (CAD) systems have attracted considerable interest. This study introduces a prospective deep learning architecture called ""Multi-modal Multi-task Network"" (3MT-Net). 3MT-Net utilizes a combination of clinical data- B-mode- and color Doppler ultrasound. We have designed the AM-CapsNet network- specifically tailored to extract crucial tumor features from ultrasound. To combine clinical data in 3MT-Net- we have employed a cascaded cross-attention to fuse information from three distinct sources. To ensure the preservation of pertinent information during the fusion of high-dimensional and low-dimensional data- we adopt the idea of ensemble learning and design an optimization algorithm to assign weights to different modalities. Eventually- 3MT-Net performs binary classification of benign and malignant lesions as well as pathological subtype classification. In addition- we retrospectively collected data from nine medical centers. To ensure the broad applicability of the 3MT-Net- we created two separate testsets and conducted extensive experiments. Furthermore- a comparative analysis was conducted between 3MT-Net and the industrial-grade CAD product S-detect. The AUC of 3MT-Net surpasses S-Detect by 1.4% to 3.8%."
Haitian Gui- Tao Su- Xinhua Jiang- Li Li- Lang Xiong- Ji Zhou- Zhiyong Pang,FS-YOLOv9: A Frequency and Spatial Feature-Based YOLOv9 for Real-time Breast Cancer Detection,Neoadjuvant chemotherapy (NAC) is increasingly used in breast cancer. Predictive modeling is useful in predicting pathologic complete response (pCR) to NAC. We test machine learning (ML) models to predict pCR in breast cancer and explore methods of handling missing data. Four hundred and ninety-nine patients with breast cancer treated with NAC in two centers in Singapore (National Cancer Centre Singapore [NCCS] and KK Hospital) between January 2014 and December 2017 were included. Eleven clinical features were used to train five different ML models. Listwise deletion and imputation were evaluated on handling missing data. Model performance was evaluated by AUC and calibration (Brier score). Feature importance from the best performing model in the external testing data set was calculated using Shapley additive explanations. Seventy-two (24.6%)- 18 (24.7%)- and 31 (24.8%) patients attained pCR in NCCS training- NCCS testing- and KK Women's and Children's Hospital (KKH) testing data sets- respectively. The random forest (RF) base and imputed models have the highest AUCs in the KKH cohort of 0.794 (95% CI- 0.709 to 0.873) and 0.795 (95% CI- 0.706 to 0.871)- respectively- and were the best calibrated with the lowest Brier score. No statistically significant difference was noted between AUCs of the base and imputed models in all data sets. The imputed model had a larger positive predictive value (PPV; 98.2% v 95.1%) and negative predictive value (NPV; 96.7% v 90.0%) than the base model in the KKH data set. Estrogen receptor intensity- human epidermal growth factor 2 intensity- and age at diagnosis were the three most important predictors. ML- particularly RF- demonstrates reasonable accuracy in pCR prediction after NAC. Imputing missing fields in the data can improve the PPV and NPV of the pCR prediction model.
Ko Un Park- Stuart R. Lipsitz- L. Dominici- F. Lynce- Christina A. Minami- F. Nakhlis- Adrienne G. Waks- Laura E. Warren- Nadine Eidman- Jeannie Frazier- Lourdes Hernandez- Carla Leslie- Susan Rafte- Delia Stroud- J. Weissman- T. King- E. Mittendorf,Generative artificial intelligence as a source of breast cancer information for patients: Proceed with caution.,<title>Abstract</title> <p>Breast cancer is one of the most prevalent causes of cancer-related death globally. Preliminary diagnosis of breast cancer increases the patient's chances of survival and healing. In this paper- we propose a hybrid deep transfer learning model integrating xception with support vector classifier (XSV) and xception with random forest (XRF) along with pre-processing technique to classify breast cancer as cancerous (malignant) or non-cancerous (benign) along comparative analysis of prominent machine learning classifiers- such as Random Forest Classifier (RFC)- Logistic Regression (LR)- Support Vector Classifier (SVC)- K-Nearest Neighbors (K-NN)- and Ada-boost. In experiment all the models are implemented on two openly accessible datasets: BreakHis and Breast Histopathology Images Database (BHID) across various metrics such as accuracy- area under the receiver operating curve- precision- recall- f1-score- Matthew's correlation coefficient- classification success index- and kappa at different magnification levels of images. Our proposed model that utilized the fine tuning of xception model in conjunction with RFC and SVC- surpass existing breast cancer classification methodologies. Specifically- the XSV that achieved accuracies of 89.26%- 85.87%- 90.17%- and 88.98%- while the XRF attained accuracies of 87.78%- 84.78%- 88.98%- and 87.61% for BreakHis at 40X- 100X- 200X- and 400X magnifications- respectively. For BHID at 40X magnification- the XSV and XRF models achieved accuracies of 87.35% and 87.29%- respectively. Employing this study will aid our medical practitioners and researchers in choosing an accurate model for tumor classification and our results will help medical professionals to classify the disease with precision.</p>
Zhicheng Deng- Mengdie Ou- Yonghui Shi- Guocheng Li- Li Lv,Ginsenoside Rg3 attenuates the stemness of breast cancer stem cells by activating the hippo signaling pathway,Background Artificial intelligence (AI) systems can be used to identify interval breast cancers- although the localizations are not always accurate. Purpose To evaluate AI localizations of interval cancers (ICs) on screening mammograms by IC category and histopathologic characteristics. Materials and Methods A screening mammography data set (median patient age- 57 years [IQR- 52-64 years]) that had been assessed by two human readers from January 2011 to December 2018 was retrospectively analyzed using a commercial AI system. The AI outputs were lesion locations (heatmaps) and the highest per-lesion risk score (range- 0-100) assigned to each case. AI heatmaps were considered false positive (FP) if they occurred on normal screening mammograms or on IC screening mammograms (ie- in patients subsequently diagnosed with IC) but outside the cancer boundary. A panel of consultant radiology experts classified ICs as normal or benign (true negative [TN])- uncertain (minimal signs of malignancy [MS])- or suspicious (false negative [FN]). Several specificity and sensitivity thresholds were applied. Mann-Whitney U tests- Kruskal-Wallis tests- and â€šÃ¢Ã âˆšÂ¨â€šÃ Ã¶Â¬âˆž2 tests were used to compare groups. Results A total of 2052 screening mammograms (514 ICs and 1548 normal mammograms) were included. The median AI risk score was 50 (IQR- 32-82) for TN ICs- 76 (IQR- 41-90) for ICs with MS- and 89 (IQR- 81-95) for FN ICs (P = .005). Higher median AI scores were observed for invasive tumors (62 [IQR- 39-88]) than for noninvasive tumors (33 [IQR- 20-55]; P < .01) and for high-grade (grade 2-3) tumors (62 [IQR- 40-87]) than for low-grade (grade 0-1) tumors (45 [IQR- 26-81]; P = .02). At the 96% specificity threshold- the AI algorithm flagged 121 of 514 (23.5%) ICs and correctly localized the IC in 93 of 121 (76.9%) cases- with 48 FP heatmaps on the mammograms for ICs (rate- 0.093 per case) and 74 FP heatmaps on normal mammograms (rate- 0.048 per case). The AI algorithm correctly localized a lower proportion of TN ICs (54 of 427; 12.6%) than ICs with MS (35 of 76; 46%) and FN ICs (four of eight; 50% [95% CI: 13- 88]; P < .001). The AI algorithm localized a higher proportion of node-positive than node-negative cancers (P = .03). However- no evidence of a difference by cancer type (P = .09)- grade (P = .27)- or hormone receptor status (P = .12) was found. At 89.8% specificity and 79% sensitivity thresholds- AI detection increased to 181 (35.2%) and 256 (49.8%) of the 514 ICs- respectively- with FP heatmaps on 158 (10.2%) and 307 (19.8%) of the 1548 normal mammograms. Conclusion Use of a standalone AI system improved early cancer detection by correctly identifying some cancers missed by two human readers- with no differences based on histopathologic features except for node-positive cancers. Â¬Â¨Â¬Â®Â¬Â¨Â¬Â© RSNA- 2024 Supplemental material is available for this article.
Lihua Shao- Dun Liu- Xuexue Liu- Xueyuan Wang- Xian Yang- Runyan Niu- Shaoping Yin- Peipei Xu- Yonghuan Mao- Xiao Du- Lin Yang,Glucose oxidase and MnO2 functionalized liposome for catalytic radiosensitization enhanced synergistic breast cancer therapy,Breast cancer is the most common cancer in women. Previous studies have investigated estimating and predicting the proportional hazard rates and survival in breast cancer. This study deals with predicting accelerated hazards (AH) rate based on age categories in breast cancer patients using deep learning methods. The AH has a time-dependent structure whose rate changes according to time and variable effects. We have collected data related to 1225 female patients with breast cancer at the Mandarin University of Medical Sciences. The patients' demographic and clinical characteristics including family history- age- history of tobacco use- hysterectomy- first menstruation age- gravida- number of breastfeeding- disease grade- marital status- and survival status have been recorded. Initially- we dealt with predicting three age groups of patients:â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶Â¬Â¢â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶Â¬Â¢Â¬Â¨âˆšÃ¼â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶Â¬Â¢40- 41-60- andâ€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶Â¬Â¢â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶Â¬Â¢â€šÃ„Ã¶âˆšÃ‘Â¬Â¢â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶Â¬Â¢61Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ years. Then- the prediction of accelerated risk value based on age categories for each breast cancer patient through deep learning and the importance of variables using LightGBM is discussed. Improving clinical management and treatment of breast cancer requires advanced methods such as time-dependent AH calculation. When the behavioral effect is assumed as a time scale change between hazard functions- the AH model is more appropriate for randomized clinical trials. The study results demonstrate the proper performance of the proposed model for predicting AH by age categories based on breast cancer patients' demographic and clinical characteristics.
Fatma M Talaat- Samah A Gamel- Rana Mohamed El-Balka- Mohamed Shehata- Hanaa ZainEldin,Grad-CAM Enabled Breast Cancer Classification with a 3D Inception-ResNet V2: Empowering Radiologists with Explainable Insights,This study aimed to design and evaluate a prior-knowledge-guided U-Net (PK-UNet) for automatic clinical target volume (CTV) segmentation in postmastectomy radiation therapy for breast cancer. A total of 102 computed tomography (CT) scans from breast cancer patients who underwent postmastectomy were retrospectively collected. Of these- 80 scans were used for training with 5-fold cross-validation- and 22 scans for independent testing. The CTV included the chest wall- supraclavicular region- and axillary group III. The proposed PK-UNet method employs a 2-stage auto-segmentation process. Initially- the localization network categorizes CT slices based on the anatomic information of the CTV and generates prior knowledge labels. These outputs- along with the CT images- were fed into the final segmentation network. Quantitative evaluation was conducted using the mean Dice similarity coefficient (DSC)- 95% Hausdorff distance- average surface distance- and surface DSC. A four-level objective scale evaluation was performed by 2 experienced radiation oncologists in a randomized double-blind manner. Quantitative evaluations revealed that PK-UNet significantly outperformed state-of-the-art segmentation methods (P < .01)- with a mean DSC of 0.90 Â¬Â¨Â¬Â®Â¬Â¨Â¬Â± 0.02 and a 95% Hausdorff distance of 2.82 Â¬Â¨Â¬Â®Â¬Â¨Â¬Â± 1.29 mm. The mean average surface distance of PK-UNet was 0.91 Â¬Â¨Â¬Â®Â¬Â¨Â¬Â± 0.22 mm and the surface DSC was 0.84 Â¬Â¨Â¬Â®Â¬Â¨Â¬Â± 0.07- significantly surpassing the performance of AdwU-Net (P < .01) and showing comparable results to other models. Clinical evaluation confirmed the efficacy of PK-UNet- with 81.8% of the predicted contours being acceptable for clinical application. The advantages of the auto-segmentation capability of PK-UNet were most evident in the superior and inferior slices and slices with discontinuities at the junctions of different subregions. The average manual correction time was reduced to 1.02 min- compared with 18.20 min for manual contouring leading to a 94.4% reduction in working time. This study introduced the pioneering integration of prior medical knowledge into a deep learning framework for postmastectomy radiation therapy. This strategy addresses the challenges of CTV segmentation in postmastectomy radiation therapy and improves clinical workflow efficiency.
Fengze Li- Jieming Ma- Tianxi Wen- Zhongbei Tian- Hai-Ning Liang,HI-Net: A novel histopathologic image segmentation model for metastatic breast cancer via lightweight dataset construction,Background/Objectives: Breast cancer remains one of the biggest health challenges for women worldwide- and early detection can be truly lifesaving. Although ultrasound imaging is commonly used to detect tumors- the images are not always of sufficient quality- and- thus- traditional U-Net models often miss the finer details needed for accurate detection. This outcome can result in lower accuracy- making early and precise diagnosis more difficult. Methods: This study presents an enhanced U-Net model integrated with a Capsule Network (called UCapsNet) to overcome the limitations of conventional techniques. Our approach improves segmentation by leveraging higher filter counts and skip connections- while the capsule network enhances classification by preserving spatial hierarchies through dynamic routing. The proposed UCapsNet model operates in two stages: first- it segments tumor regions using an enhanced U-Net- followed by a classification of the segmented images with the capsule network. Results: We have tested our model against well-known pre-trained models- including VGG-19- DenseNet- MobileNet- ResNet-50- and Xception. By properly addressing the limitations found in previous studies and using a capsule network trained on the Breast Ultrasound Image (BUSI) dataset- our model resulted in top-achieving impressive precision- recall- and accuracy rates of 98.12%- 99.52%- and 99.22%- respectively. Conclusions: By combining the U-Net's powerful segmentation capabilities with the capsule network's high classification accuracy- UCapsNet boosts diagnostic precision and addresses key weaknesses in existing methods. The findings demonstrate that the proposed model is not only more effective in detecting tumors but also more reliable for practical applications in clinical settings.
Yushu Ma- Chien-Hung Shih- Jinxiong Cheng- Hsiao-Chun Chen- Li-Ju Wang- Yanhao Tan- Yu-Chiao Chiu- Yu-Chih Chen,High-Throughput Empirical and Virtual Screening to Discover Novel Inhibitors of Polyploid Giant Cancer Cells in Breast Cancer,Breast cancer (BC) is a type of cancer which progresses and spreads from breast tissues and gradually exceeds the entire body; this kind of cancer originates in both sexes. Prompt recognition of this disorder is most significant in this phase- and it is measured by providing patients with the essential treatment so their efficient lifetime can be protected. Scientists and researchers in numerous studies have initiated techniques to identify tumours in early phases. Still- misperception in classifying skeptical lesions can be due to poor image excellence and dissimilar breast density. BC is a primary health concern- requiring constant initial detection and improvement in analysis. BC analysis has made major progress recently with combining multi-modal image modalities.Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ These studies deliver an overview of the segmentation- classification- or grading of numerous cancer types- including BC- by employing conventional machine learning (ML) models over hand-engineered features. Therefore- this study uses multi-modality medical imaging to propose a Computer Vision with Fusion Joint Transfer Learning for Breast Cancer Diagnosis (CVFBJTL-BCD) technique. The presented CVFBJTL-BCD technique utilizes feature fusion and DL models to effectively detect and identify BC diagnoses. The CVFBJTL-BCD technique primarily employs the Gabor filtering (GF) technique for noise removal. Next- the CVFBJTL-BCD technique uses a fusion-based joint transfer learning (TL) process comprising three models- namely DenseNet201- InceptionV3- and MobileNetV2. The stacked autoencoders (SAE) model is implemented to classify BC diagnosis. Finally- the horse herd optimization algorithm (HHOA) model is utilized to select parameters involved in the SAE method optimally. To demonstrate the improved results of the CVFBJTL-BCD methodology- a comprehensive series of experimentations are performed on two benchmark datasets. The comparative analysis of the CVFBJTL-BCD technique portrayed a superior accuracy value of 98.18% and 99.15% over existing methods under Histopathological and Ultrasound datasets.
Didier Verhoeven- Sabine Siesling- Claudia Allemani- Pankaj Gupta Roy- Luzia Travado- Nirmala Bhoo-Pathy- Clifford Rhayns- Hans Junkermann- Seigo Nakamura- Nwamaka Lasebikan- Forrest Lee Tucker,High-value breast cancer care within resource limitations,This data article presents a comprehensive dataset comprising breast cancer images collected from patients- encompassing two distinct sets: one from individuals diagnosed with breast cancer and another from those without the condition. Expert physicians carefully select- verify- and categorize the dataset to guarantee its quality and dependability for use in research and teaching. The dataset- which originates from Sulaymaniyah- Iraq- provides a distinctive viewpoint on the frequency and features of breast cancer in the area. This dataset offers a wealth of information for developing and testing deep learning algorithms for identifying breast cancer- with 745 original images and 9-685 augmented images. The addition of augmented X-rays to the dataset increases its adaptability for algorithm development and instructional projects. This dataset holds immense potential for advancing medical research- aiding in the development of innovative diagnostic tools- and fostering educational opportunities for medical students interested in breast cancer detection and diagnosis.
Sahebrao B Pawar- N K Deshmukh- Sharad B Jadhav,Hybrid deep learning technique for COX-2 inhibition bioactivity detection against breast cancer disease,Inflammatory breast cancer (IBC) is a rare and aggressive type of breast cancer- as many physicians may not be aware of it in terms of symptoms and diagnosis. Mammography is the first choice in breast screenings and diagnosis. Because of a lack of expertise and imaging datasets- IBC portrayal and machine learning-based diagnosis systems have not yet been studied thoroughly. Developing scanning and diagnosis tools can close the knowledge gap and barriers to a timely IBC diagnosis. The dataset includes 20 women aged 34-75- of whom 10 were clinically diagnosed with IBC and 10 with non-IBC. A breast mapping and scanning model was developed. Gray-level co-occurrence matrices were used to characterize skin thickening- edema- breast density- microcalcifications- and breast size asymmetry in bilateral mammographic images. A one-way analysis of variance (ANOVA) test was performed to evaluate differences between mammogram breasts with IBC- non-IBC- and healthy breasts. Higher breast density variations were calculated in breasts with IBC in the anterior (PÂ¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ =Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ 0.0147) and middle (PÂ¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ =Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ 0.0026) regions. Breasts with IBC showed higher microcalcifications (PÂ¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ =Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ 0.0472) than the other breasts- and bilateral analyses showed higher variations (PÂ¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ =Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ 0.1367). Breast size asymmetry (PÂ¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ =Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ 0.9833) was not significantly different between the groups. Skin thickening- edema- and breast density-related parameters were found to be associated with IBC. This study thus lays the foundation of machine learning diagnosis models for IBC.
Zhongwen Zhang- Haolong Zhang- Zheng Zhang- Doblin Sandai- Ping Lu- Haoling Zhang- Jianjun Wu,Identification and validation of mRNA profiles linked to ATP- induced cell death represent a novel prognostic model for breast cancer,Research concerning artificial intelligence in breast cancer detection has primarily focused on population screening. However- Hong Kong lacks a population-based screening programme. This study aimed to evaluate the potential of artificial intelligence-based computer-assisted diagnosis (AI-CAD) program in symptomatic clinics in Hong Kong and analyse the impact of radio-pathological breast cancer phenotype on AI-CAD performance. In total- 398 consecutive patients with 414 breast cancers were retrospectively identified from a local- prospectively maintained database managed by two tertiary referral centres between January 2020 and September 2022. The full-field digital mammography images were processed using a commercial AI-CAD algorithm. An abnormality score <30 was considered a false negative- whereas a score of â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶Â¬Â¢â€šÃ„Ã¶âˆšÃ‘Â¬Â¢90 indicated a high-score tumour. Abnormality scores were analysed with respect to the clinical and radio-pathological characteristics of breast cancer- tumour-to-breast area ratio (TBAR)- and tumour distance from the chest wall for cancers presenting as a mass. The median abnormality score across the 414 breast cancers was 95.6; sensitivity was 91.5% and specificity was 96.3%. High-score cancers were more often palpable- invasive- and presented as masses or architectural distortion (P<0.001). False-negative cancers were smaller- more common in dense breast tissue- and presented as asymmetrical densities (P<0.001). Large tumours with extreme TBARs and locations near the chest wall were associated with lower abnormality scores (P<0.001). Several strengths and limitations of AI-CAD were observed and discussed in detail. Artificial intelligence-based computer-assisted diagnosis shows potential value as a tool for breast cancer detection in symptomatic setting- which could provide substantial benefits to patients.
Zhensheng Hu- Cong Lai- Hongze Liu- Jianping Man- Kai Chen- Qian Ouyang- Yi Zhou,Identification and validation of screening models for breast cancer with 3 serum miRNAs in an 11-349 samples mixed cohort,We investigate the predictive value of a comprehensive model based on preoperative ultrasound radiomics- deep learning- and clinical features for pathological complete response (pCR) after neoadjuvant chemotherapy (NAC) for the breast cancer. We enrolled 155 patients with pathologically confirmed breast cancer who underwent NAC. The patients were randomly divided into the training set and the validation set in the ratio of 7:3. The deep learning and radiomics features of pre-treatment ultrasound images were extracted- and the random forest recursive elimination algorithm and the least absolute shrinkage and selection operator were used for feature screening and DL-Score and Rad-Score construction. According to multifactorial logistic regression- independent clinical predictors- DL-Score- and Rad-Score were selected to construct the comprehensive prediction model DLRC. The performance of the model was evaluated in terms of its predictive effect- and clinical practicability. Compared to the clinical- radiomics (Rad-Score)- and deep learning (DL-Score) models- the DLRC accurately predicted the pCR status- with an area under the curve (AUC) of 0.937 (95%CI: 0.895-0.970) in the training set and 0.914 (95%CI: 0.838-0.973) in the validation set. Moreover- decision curve analysis confirmed that the DLRC had the highest clinical value among all models. The comprehensive model DLRC based on ultrasound radiomics- deep learning- and clinical features can effectively and accurately predict the pCR status of breast cancer after NAC- which is conducive to assisting clinical personalized diagnosis and treatment plan.
Maria Vaida- Kamala K Arumalla- Pavan Kumar Tatikonda- Bharadwaj Popuri- Rashid A Bux- Paramjit S Tappia- Guoyu Huang- Jean-Franâ€šÃ„Ã¶âˆšâ€ âˆšâˆ‚â€šÃ Ã¶âˆšÂºois Haince- W Randolph Ford,Identification of a Novel Biomarker Panel for Breast Cancer Screening,Breast cancer is the leading cancer among women- with a significant number experiencing recurrence and metastasis- thereby reducing survival rates. This study focuses on the role of long noncoding RNAs (lncRNAs) in breast cancer immunotherapy response. We conducted an analysis involving 1027 patients from Sun Yat-sen Memorial Hospital- Sun Yat-sen University- and The Cancer Genome Atlas- utilizing RNA sequencing and pathology whole-slide images. We employed unsupervised clustering to identify distinct lncRNA expression patterns and developed an AI-based pathology model using convolutional neural networks to predict immune-metabolic subtypes. Additionally- we created a multimodal model integrating lncRNA data- immune-cell scores- clinical information- and pathology images for prognostic prediction. Our findings revealed four unique immune-metabolic subtypes- and the AI model demonstrated high predictive accuracy- highlighting the significant impact of lncRNAs on antitumor immunity and metabolic states within the tumor microenvironment. The AI-based pathology model- DeepClinMed-IM- exhibited high accuracy in predicting these subtypes. Additionally- the multimodal model- DeepClinMed-PGM- integrating pathology images- lncRNA data- immune-cell scores- and clinical information- showed superior prognostic performance. In conclusion- these AI models provide a robust foundation for precise prognostication and the identification of potential candidates for immunotherapy- advancing breast cancer research and treatment strategies.
Priyanga Paranthaman- Shanthi Veerappapillai,Identification of putative Indoleamine 2-3-dioxygenase 1 (IDO1) and tryptophan 2-3-dioxygenase (TDO) dual inhibitors for triple-negative breast cancer therapy,Machine learning (ML) involves developing algorithms and statistical models that enable computers to learn and make predictions or decisions based on data without being explicitly programmed. Because of its unlimited abilities ML is gaining popularity in medical sectors; Medical Imaging- Electronic Health Records- Genomic Data Analysis- Wearable Devices- Disease Outbreak Prediction- Disease Diagnosis- etc. In the last few decades- many researchers have tried to diagnose Breast Cancer (BC) using ML- because early detection of any disease can save millions of lives. Working in this direction- the authors have proposed a hybrid ML technique RBF SVM- to predict the BC in earlier the stage. The proposed method is implemented on the Breast Cancer UCI ML dataset with 569 instances and 32 attributes. The authors recorded performance metrics of the proposed model i.e.- Accuracy 98.24%- Sensitivity 98.67%- Specificity 97.43%- F1 Score 98.67%- Precision 98.67%- and run time 0.044769 seconds. The proposed method is validated by K-Fold cross-validation. Top of Form
Daqu Zhang- Miriam Svensson- Patrik Edâ€šÃ„Ã¶âˆšâ€ âˆšâˆ‚Â¬Â¨Â¬Â©n- Looket Dihge,Identification of sentinel lymph node macrometastasis in breast cancer by deep learning based on clinicopathological characteristics,Breast cancer is a leading cause of death among women worldwide- making early detection and diagnosis critical for effective treatment and improved patient outcomes. Ultrasound imaging is a common diagnostic tool for breast cancer- but interpreting ultrasound images can be challenging due to the complexity of breast tissue and the variability of image quality. This study proposed an Attention Gated Multi ResU-Net model for medical image segmentation tasks- that has shown promising results for breast cancer ultrasound image segmentation. The model's multi-scale feature extraction and attention-gating mechanism enable it to accurately identify and segment areas of abnormality in the breast tissue- such as masses- cysts- and calcifications. The model's quantitative test showed an adequate degree of agreement with expert manual annotations- demonstrating its potential for improving early identification and diagnosis of breast cancer. The model's multi-scale feature extraction and attention-gating mechanism enable it to accurately identify and segment areas of abnormality in the breast tissue- such as masses- cysts- and calcifications- achieving a Dice coefficient of 0.93- sensitivity of 93%- and specificity of 99%. These results underscore the model's high precision and reliability in medical image analysis.
Jiao Zhang- Xixi He- Xuhui Guo- Jia Wang- Xilong Gong- Dechuang Jiao- Haibin Chen- Zhenzhen Liu,Identification potential biomarkers for diagnosis- and progress of breast cancer by using high-pressure photon ionization time-of-flight mass spectrometry,Pyrotinb has been approved for the treatment of HER2-positive advanced or metastatic breast cancer in China. However- the plasma concentration of pyrotinb in different patients varies greatly- and in the course of treatment- if patients have intolerable adverse reactions- the drug dosage will be reduced or even stopped. This study set out to establish an ultra-high performance liquid chromatography-tandem mass spectrometry (UPLC-MS/MS) for the determination of pyrotinb in human plasma- analyze the population pharmacokinetics (PPK) of pyrotinib and assess the influence of patient variables on PK of pyrotinib in patients with HER2 positive breast cancer. An UPLC-MS/MS method was developed to measure pyrotinib in human plasma. Utilizing a gradient elution procedure and a Kinetex C18 column (2.1Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ mm â€šÃ„Ã¶âˆšâ€ âˆšâˆ‚â€šÃ Ã¶â€šÃ¢â€¢ 100Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ mm- 1.7Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ â€šÃ¢Ã âˆšâ‰ Â¬Â¨â€šÃ Â´m)- sample separation was accomplished in 5.5Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ min. Pyrotinb extraction via protein precipitation was used as a sample pre-treatment technique. In total- 50 patients provided 158 plasma samples- which were identified and used in the PPK investigation. The non-linear mixed-effects modeling (NONMEM) approach was used to assess the plasma concentrations and covariates information. For the final PPK model evaluation- external evaluation- non-parametric bootstrap- visual predictive check (VPC)- and goodness-of-fit (GOF) were used. The UPLC-MS/MS method for determining plasma concentration of pyrotinib in patients had good selectivity and linearity in the range of 1-1-000Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ ng/mL. Pyrotinib concentration profile in HER2-positive breast cancer patients was well described by a single-compartment PPK model with first-order absorption and elimination. The formulas for the final estimated values of overall parameters of CL/F and Vd/F and Ka are respectively: CL/FL/h=88.8â€šÃ„Ã¶âˆšâ€ âˆšâˆ‚â€šÃ Ã¶â€šÃ¢â€¢eTP/67.2â€šÃ„Ã¶âˆšâ€ âˆšâˆ‚â€šÃ Ã¶â€šÃ¢â€¢0.376 - V/FL=3940 - KAh-1=0.357FIXED . No dosage adjustment was advised- despite the possibility that the total protein levels could have a substantial impact on the apparent distribution volume of pyrotinib with limited magnitude. In this study- an UPLC-MS/MS method was established to determine the concentration of pyrotinib in human plasma. A population pharmacokinetic model of pyrotinib in HER2 positive breast cancer patients suggested that low serum total protein reduced the clearance rate of pyrotinib in patients. Clinical medical staff should pay attention to the liver function of patients with abnormal serum total protein and be alert to the occurrence of adverse drug reactions.
Massimiliano Berretta- Daniele Garozzo- Calogero Foti- Mario Roselli- Marco Materazzo- Giulia Vita- Ferdinando Iellamo- Marco Scordari- Giordana Di Mauro- Giovanna Spatari- Alessandro Ottaiano- Annalisa Noce- Marco Pellicciaro- Alessia Bignucolo- Gianluca Vanni- Oreste Claudio Buonomo,Implementing fencing as adapted physical activity in non-metastatic breast cancer patients: design and early rehabilitation strategy of the FENICE study protocol,Background: Breast cancer is one of the most lethal cancers among women. Early detection and proper treatment reduce mortality rates. Histopathological images provide detailed information for diagnosing and staging breast cancer disease. Methods: The BreakHis dataset- which includes histopathological images- is used in this study. Medical images are prone to problems such as different textural backgrounds and overlapping cell structures- unbalanced class distribution- and insufficiently labeled data. In addition to these- the limitations of deep learning models in overfitting and insufficient feature extraction make it extremely difficult to obtain a high-performance model in this dataset. In this study- 20 state-of-the-art models are trained to diagnose eight types of breast cancer using the fine-tuning method. In addition- a comprehensive experimental study was conducted to determine the most successful new model- with 20 different custom models reported. As a result- we propose a novel model called MultiHisNet. Results: The most effective new model- which included a pointwise convolution layer- residual link- channel- and spatial attention module- achieved 94.69% accuracy in multi-class breast cancer classification. An ensemble model was created with the best-performing transfer learning and custom models obtained in the study- and model weights were determined with an Equilibrium Optimizer. The proposed ensemble model achieved 96.71% accuracy in eight-class breast cancer detection. Conclusions: The results show that the proposed model will support pathologists in successfully diagnosing breast cancer.
